feature_1,feature_2,feature_3,feature_4,feature_5,target
0.5569164495091864,0.27548200719363614,0.3004400691373733,0.5799008101024236,0.4941632344957071,-0.5832001363527609
0.17019266223108165,0.5320689689927895,0.2622211152055274,0.5098118518118587,0.41443664692637133,-0.6578373040484484
0.2657363542046558,0.6336566412119231,0.17762597124456664,0.683679239939895,0.649135103065705,-0.3646598815715617
0.39715909327980886,0.35099846775187554,0.3042471573672902,0.41920742633991087,0.4777240685991362,-0.7195920689190674
0.48597124529805835,0.39317255676650165,0.3745950607609385,0.3980480494012859,0.38380682445379055,-1.170927946591116
0.48395219036788306,0.681289668892914,0.6215482582289098,0.5415836493380869,0.2164919813877587,0.38858207666003425
0.6515470615988277,0.7309734336852829,0.4251946688771434,0.42511130093997795,0.4118281311657649,-0.16322977526931487
0.360287359165143,0.5072594657952206,0.5923450789329067,0.1373628733863113,0.4507603348804558,-0.5171102149630318
0.5484250835114896,0.4381871628684504,0.7342859439981786,0.27421719124653265,0.5504883776521613,0.4832153723642253
0.3611245497741687,0.4533170547389867,0.6567880660448249,0.528255770230643,0.4956842642378929,-0.41053971560797836
0.27565589646341615,0.6628142154318715,0.6308033171767874,0.5966884599354534,0.5413022750740555,0.7161933140082394
0.5321424241012217,0.2684505895553506,0.7814497534884843,0.15209084565792091,0.693250591383425,0.1796319647413135
0.6245110853063387,0.3676245350711575,0.3923308769717948,0.674228765679929,0.5124202678916361,1.0626929788701647
0.39204095064837746,0.46647962600152704,0.5598378600158282,0.6405861503394995,0.4525162455720501,-0.21684049335065275
0.6377459736920488,0.6647690745986248,0.5279825952727114,0.5072247651364508,0.5307341803499064,0.44837791071097627
0.4051233863785171,0.5027668569099654,0.713066445951388,0.328774410850107,0.6140724237066986,1.0407240663556583
0.4743859170252624,0.32931614828864664,0.26469905095909985,0.5365318765323067,0.6089509286994017,0.1367001500716264
0.2742817783227165,0.4810351664788282,0.3865429126040872,0.5325575042042374,0.23057444829238205,-1.7351094310610007
0.35690549712416353,0.5105653991845083,0.4595289145864874,0.45818780311125085,0.560919422087371,-0.610160979741439
0.49336946424949646,0.7101808259235294,0.6445292516282201,0.3171366290888602,0.6477334332561958,0.7018597914030487
0.600165752568538,0.7803006864733903,0.7483604479497166,0.4138301941684764,0.29263892346802284,1.5208326151680196
0.5918109618154214,0.6165950282874043,0.3281935974961203,0.6288971096059052,0.4427119780814714,0.6777089791623286
0.303797133215541,0.2588050981566907,0.5745812331700056,0.38219782788633805,0.5895964125241799,0.6914412092345811
0.3996137795020259,0.3987144268053121,0.40478756861154475,0.7842070597393559,0.5095267783736355,0.57397006858956
0.2784270118166453,0.5217435949412221,0.3747836577171929,0.585067547886781,0.4470883437175215,-0.445565381874472
0.3814479952543413,0.40020477774035035,0.5448229388971342,0.17979951219998086,0.20652953159518803,-1.1852079625736225
0.7221116248901752,0.3937331888762196,0.3413497779174356,0.7375808829923618,0.7311100794841221,1.1820772561625374
0.06583283069239881,0.585149950426476,0.4046708139241545,0.19337827984405886,0.5246376491580693,-1.199342298093854
0.3780255869164363,0.6492655588510675,0.5846203655878148,0.8350753962616555,0.6197982908457607,1.4897191807782384
0.5424476646818157,0.42667599000491846,0.4554468879966392,0.614391680911639,0.49957950965938563,1.0466866170367037
0.5190511800363546,0.43354895003388905,0.6225365356936517,0.5952504719074865,0.31883999414912334,0.526064536773383
0.6621666117629017,0.46241629763612446,0.34924220663223626,0.15143883526165286,0.24250407984200284,-0.6344884678325016
0.6356348760703385,0.2653533240248567,0.6367579228673699,0.6274575937368634,0.28856379449601066,0.38155523372341993
0.3185641164010088,0.3240702225902095,0.40252734783646676,0.5421536087576939,0.42526528313761525,0.15161616332701888
0.5049142730158822,0.6084676943273023,0.8036602341419127,0.45383032229724646,0.3446888041648538,0.8576202377887522
0.3460886003424036,0.7772584206442343,0.5810905590960905,0.2984186180627052,0.5453151293290904,0.72467073749368
0.5890434088075366,0.36423465510680525,0.8592874506792912,0.6554488143837478,0.4057043427265236,1.1227551435157443
